"gene_name" "rank"
"C2orf27A" "C2orf27A" -2.84585351328296
"PHAX" "PHAX" -2.84426938514377
"DEDD2" "DEDD2" 2.84261250891884
"GTF2H3" "GTF2H3" -2.84222769239226
"ATR" "ATR" -2.84064866650695
"SIRPB1" "SIRPB1" 2.83533983116086
"ZNRD2" "ZNRD2" 2.83443800091458
"GNAS" "GNAS" 2.83409567329804
"ZNF460" "ZNF460" 2.83340146315555
"ATP6V0D1-DT" "ATP6V0D1-DT" 2.83319173856924
"SNX5" "SNX5" -2.83263600376198
"CDC42EP4" "CDC42EP4" 2.83176510303828
"DPP9" "DPP9" 2.83131596005157
"SUB1" "SUB1" -2.83044150717803
"HMGN4" "HMGN4" -2.82977209896211
"RAPGEFL1" "RAPGEFL1" 2.82917228222967
"NUDT16L2P" "NUDT16L2P" 2.82903705357521
"CAB39" "CAB39" -2.82836298618306
"CTBP1-DT" "CTBP1-DT" 2.82626912109241
"VPS37C" "VPS37C" 2.82514923932888
"TBC1D1" "TBC1D1" -2.82093260963448
"COX6A1" "COX6A1" 2.81980092190084
"POMT1" "POMT1" 2.81474225699392
"FRG1" "FRG1" -2.81140557427994
"CCT2" "CCT2" -2.81124757266413
"PSMB8-AS1" "PSMB8-AS1" -2.80826963740689
"IFNAR1" "IFNAR1" -2.8057770990527
"ZFY" "ZFY" 2.80525358792459
"MMAB" "MMAB" 2.80454675274647
"SLC10A3" "SLC10A3" 2.80389585320828
"ZFR" "ZFR" -2.80255705042213
"GEMIN4" "GEMIN4" 2.80070734662376
"LTB" "LTB" -2.79976556535477
"ZC3H15" "ZC3H15" -2.79938508908794
"NSF" "NSF" -2.79672947327848
"TTC27" "TTC27" -2.79671644130072
"ZNF563" "ZNF563" -2.79663822065072
"CATSPERG" "CATSPERG" 2.79588302469473
"TIAM2" "TIAM2" -2.79518150566973
"LINC01168" "LINC01168" 2.7914301092935
"GALNT11" "GALNT11" 2.79127044907872
"RALA" "RALA" -2.78903563432394
"KCNE1" "KCNE1" 2.78810360589288
"POMP" "POMP" -2.78770704022116
"FNBP1" "FNBP1" -2.78758532808547
"TM9SF2" "TM9SF2" -2.78581645734299
"YWHAE" "YWHAE" 2.784256464407
"AP001107.2" "AP001107.2" 2.78297156674105
"LRRC40" "LRRC40" -2.78234256320992
"GTPBP6" "GTPBP6" 2.78196058861672
"CCNC" "CCNC" -2.78100520151652
"SLC12A5-AS1" "SLC12A5-AS1" -2.77959062217075
"AMFR" "AMFR" 2.77956664772504
"TXLNGY" "TXLNGY" 2.77924845341383
"INPP5E" "INPP5E" 2.77923900485828
"SUPT4H1" "SUPT4H1" 2.77881058243861
"BID" "BID" 2.7770160541334
"CCL17" "CCL17" -2.77671279917382
"TTC34" "TTC34" 2.77615958251257
"ARPC4" "ARPC4" -2.77597297669992
"RPAP3" "RPAP3" -2.77298864469294
"BTN3A3" "BTN3A3" -2.77074781870418
"TSNAX" "TSNAX" -2.76964469344975
"FARSA" "FARSA" 2.76941556962895
"EIF4B" "EIF4B" 2.76854031875961
"SCAPER" "SCAPER" -2.76777320373972
"MED22" "MED22" 2.76645690556005
"GRWD1" "GRWD1" 2.76600073036713
"RAB31" "RAB31" -2.76398202162427
"PGAM5" "PGAM5" 2.7635230095975
"GFOD2" "GFOD2" 2.76342341823772
"ATXN3" "ATXN3" -2.76273079232068
"C19orf25" "C19orf25" 2.76251611648763
"PELATON" "PELATON" 2.76190633085245
"ZNF646" "ZNF646" 2.76150330515505
"AGBL5" "AGBL5" 2.75767867814302
"NUDT16L1" "NUDT16L1" 2.75752542744017
"RN7SL2" "RN7SL2" 2.75730467856228
"CEP295" "CEP295" -2.7566018902025
"GTF2F2" "GTF2F2" -2.75627517877268
"STK26" "STK26" -2.75448632478635
"CCL22" "CCL22" -2.75432567715534
"DHX29" "DHX29" -2.75101503306373
"FEZ2" "FEZ2" -2.74573007361142
"CENPC" "CENPC" -2.74299699392898
"SFXN4P1" "SFXN4P1" 2.7422001475161
"RAB14" "RAB14" -2.7393398210226
"SETX" "SETX" -2.73913968343794
"RPF1" "RPF1" -2.73871771756782
"YIF1B" "YIF1B" 2.73751829143227
"ELAC2" "ELAC2" -2.73735175417154
"SERINC2" "SERINC2" 2.73641674072124
"HNRNPD" "HNRNPD" -2.73505779454519
"TRIM59" "TRIM59" -2.73409466214623
"NKAP" "NKAP" -2.7332478230773
"SMC2" "SMC2" -2.73271693938375
"DDX50" "DDX50" -2.73066328178611
"IDO1" "IDO1" -2.72996476269866
"UBE2V2" "UBE2V2" -2.72958173260548
"AIFM3" "AIFM3" 2.72793224276588
"C8B" "C8B" 2.72658044357779
"ZBTB20" "ZBTB20" 2.72519518242215
"ACOT9" "ACOT9" -2.72350882561569
"ACADM" "ACADM" -2.72188215195228
"WDR27" "WDR27" 2.72069870543266
"BROX" "BROX" -2.71929562137594
"SAMD9" "SAMD9" -2.71927364937646
"RPS10P7" "RPS10P7" 2.71739228058057
"ABCB7" "ABCB7" -2.71606183381774
"TMA16" "TMA16" -2.71589022519361
"SARNP" "SARNP" -2.71432982383398
"UPF3B" "UPF3B" -2.71335326032614
"ARG2" "ARG2" 2.71313522503595
"TOR1AIP1" "TOR1AIP1" -2.71242542555057
"SHARPIN" "SHARPIN" 2.71079049394692
"MSH3" "MSH3" -2.7091990822948
"ARHGAP18" "ARHGAP18" -2.70837981909626
"RWDD3" "RWDD3" -2.70690760861294
"TAF6" "TAF6" 2.70665931564886
"MAZ" "MAZ" 2.70640102484878
"CUL3" "CUL3" -2.70415295608363
"GINS3" "GINS3" -2.70181578233036
"NUFIP1" "NUFIP1" -2.70067764787245
"MFAP1" "MFAP1" -2.69932473023362
"CPSF4" "CPSF4" 2.69711660030064
"RELT" "RELT" 2.69675705642927
"PSMD6" "PSMD6" -2.69675450986521
"LXN" "LXN" -2.69598247329409
"AP001267.1" "AP001267.1" -2.69279368987019
"POT1" "POT1" -2.69156016760737
"EEF1A1P13" "EEF1A1P13" -2.69115335166514
"YIPF2" "YIPF2" 2.68798324381843
"CBS" "CBS" 2.68652126844356
"TTC37" "TTC37" -2.68522807877979
"TRAPPC8" "TRAPPC8" -2.68504702913875
"RAP1B" "RAP1B" -2.68387596003274
"STK40" "STK40" 2.6827416325426
"USP47" "USP47" -2.67941950969743
"ZFYVE21" "ZFYVE21" 2.67659719730759
"GCNT2" "GCNT2" -2.67499020050176
"TSPAN33" "TSPAN33" -2.67369503809265
"NXT2" "NXT2" -2.66678542641277
"DIPK1B" "DIPK1B" 2.66659856167787
"GOLT1B" "GOLT1B" 2.66658261375381
"RNF207" "RNF207" -2.66632451559531
"MAPKBP1" "MAPKBP1" 2.66512471921516
"AP000763.4" "AP000763.4" 2.66207557761979
"DDX43" "DDX43" 2.6588616329737
"NAGPA" "NAGPA" 2.65867710952062
"BCL2L12" "BCL2L12" 2.65344733001151
"CTNNA1" "CTNNA1" -2.65150042183425
"DNASE1" "DNASE1" 2.65123321408744
"EPHX1" "EPHX1" 2.6499980767927
"SNX6" "SNX6" -2.64942653716989
"ZNF816" "ZNF816" -2.64807056313127
"MOB2" "MOB2" 2.64776678999859
"GGA1" "GGA1" 2.64735048031341
"FOCAD" "FOCAD" -2.64730283361341
"MIEN1" "MIEN1" 2.64674492356796
"HCG18" "HCG18" 2.64211089497041
"ANAPC11" "ANAPC11" 2.64155504812079
"GLMN" "GLMN" -2.63729518810091
"VPS13D" "VPS13D" -2.63715401856814
"AKTIP" "AKTIP" -2.63592585186236
"GNPAT" "GNPAT" -2.63377530766261
"CHD1" "CHD1" -2.63180767470541
"BLZF1" "BLZF1" -2.63149398378606
"C8orf76" "C8orf76" -2.63080914851579
"FOXK2" "FOXK2" 2.63003314733433
"SUN2" "SUN2" 2.62858987843369
"PHC1" "PHC1" 2.6268243233622
"TMED4" "TMED4" 2.62659926682307
"VAC14-AS1" "VAC14-AS1" 2.62542293086721
"UBXN11" "UBXN11" 2.62323381252345
"TOPORS" "TOPORS" -2.62164768236848
"RNF122" "RNF122" -2.62091842606943
"TMED9" "TMED9" 2.61992535784772
"SNHG29" "SNHG29" 2.61905943272351
"SRBD1" "SRBD1" -2.61902935966877
"CEP170B" "CEP170B" 2.61574933907572
"CYP27A1" "CYP27A1" 2.61572133921147
"SACM1L" "SACM1L" -2.61321713234205
"ALG6" "ALG6" -2.61158843716356
"AC092069.1" "AC092069.1" -2.6111979645111
"RIPOR1" "RIPOR1" 2.61056566301806
"PLXNA3" "PLXNA3" 2.6091601861596
"ARRDC3-AS1" "ARRDC3-AS1" 2.60908650479858
"GATD1" "GATD1" 2.60879254604652
"PIK3R4" "PIK3R4" -2.6087111142617
"CWC27" "CWC27" -2.60603435688686
"WBP4" "WBP4" -2.60443073068189
"BRD7" "BRD7" -2.60299305540956
"KRCC1" "KRCC1" -2.60018005578324
"CUL5" "CUL5" -2.59777454265734
"NDUFV2P1" "NDUFV2P1" 2.59644448235629
"PTOV1" "PTOV1" 2.59517256705237
"XRCC5" "XRCC5" -2.59397696960612
"UQCC3" "UQCC3" 2.5932695958598
"CYSTM1" "CYSTM1" 2.59250847722047
"SSBP4" "SSBP4" 2.59186063736506
"TBC1D9B" "TBC1D9B" 2.59033862082689
"PIK3R2" "PIK3R2" 2.59005138169135
"BIRC6" "BIRC6" -2.58968568924033
"ABCA5" "ABCA5" -2.58902985665588
"PNPLA8" "PNPLA8" -2.5884214900146
"TIMM50" "TIMM50" 2.58799809805889
"ARHGAP32" "ARHGAP32" 2.58620829687615
"PGRMC2" "PGRMC2" -2.58502217285416
"CDK8" "CDK8" -2.58486513318881
"GLOD4" "GLOD4" 2.58478504168244
"ZNF74" "ZNF74" 2.58293070153188
"AF201337.1" "AF201337.1" 2.58076074851478
"ATP5MF-PTCD1" "ATP5MF-PTCD1" 2.57816087458181
"PDIA3" "PDIA3" -2.57611294096027
"GNG5" "GNG5" -2.57548779582413
"RFC1" "RFC1" -2.56745088167234
"ADCK5" "ADCK5" 2.56623794274252
"DCAF6" "DCAF6" -2.56562464352099
"NUDT2" "NUDT2" 2.564739337852
"MTHFR" "MTHFR" 2.56418680400743
"RAVER1" "RAVER1" 2.56364531246339
"GBP2" "GBP2" -2.56027469650918
"CRYBB2P1" "CRYBB2P1" 2.56009545752051
"COLGALT1" "COLGALT1" 2.55982783503489
"YBX3" "YBX3" 2.55909824157299
"GK3P" "GK3P" -2.5573588824747
"RPIA" "RPIA" 2.55643241149364
"RNF26" "RNF26" 2.55532929338491
"USP15" "USP15" -2.55506133949178
"ZSCAN26" "ZSCAN26" -2.55439975635069
"HAUS1" "HAUS1" -2.55437491218951
"ZCCHC9" "ZCCHC9" -2.55294795892435
"SAMSN1" "SAMSN1" -2.55237215680879
"MSL3" "MSL3" -2.54938899287119
"CKAP2" "CKAP2" -2.54566537420724
"QSOX2" "QSOX2" 2.54457533934472
"SUCNR1" "SUCNR1" -2.54429200362453
"CROT" "CROT" -2.54374538926246
"LRRC14" "LRRC14" 2.54050119730673
"PIGB" "PIGB" -2.53996181451668
"CWF19L2" "CWF19L2" -2.5397987235911
"CDC42SE2" "CDC42SE2" -2.53892959126421
"PER3" "PER3" 2.53889422181801
"TRBC2" "TRBC2" -2.53803753977465
"MFSD5" "MFSD5" 2.53713790700779
"ECSIT" "ECSIT" 2.536343851795
"SLC12A8" "SLC12A8" 2.5355915876159
"TLE5" "TLE5" 2.53557222145943
"ZNF438" "ZNF438" -2.53253059176413
"ALG12" "ALG12" 2.5313461039298
"CBWD2" "CBWD2" -2.53107537546064
"CERS6-AS1" "CERS6-AS1" -2.52976342983765
"TAX1BP1" "TAX1BP1" -2.52884248198397
"OTUD6B" "OTUD6B" -2.52600619019959
"TECPR1" "TECPR1" 2.52477790739156
"LINC02328" "LINC02328" -2.52277224518829
"CLEC2B" "CLEC2B" -2.52026011681611
"TRAPPC6B" "TRAPPC6B" -2.5196465709714
"FBXL14" "FBXL14" 2.51857650212691
"AQP9" "AQP9" -2.51805762020245
"AP000347.1" "AP000347.1" 2.51741205508807
"USP31" "USP31" 2.51685471085959
"STARD10" "STARD10" 2.51666226156789
"STPG1" "STPG1" 2.51623148928806
"NOC3L" "NOC3L" -2.51621978272857
"AL691447.2" "AL691447.2" 2.51619116955952
"PSD4" "PSD4" 2.51559044174918
"CSTF3" "CSTF3" -2.51506342687633
"AC000403.1" "AC000403.1" -2.51314163747741
"LINC00278" "LINC00278" 2.51260797196144
"SNRPB" "SNRPB" 2.51096586028377
"CWC22" "CWC22" -2.50951415257128
"USO1" "USO1" -2.50950494248189
"CCDC40" "CCDC40" 2.50922562282428
"METRN" "METRN" 2.50797389063763
"ATG3" "ATG3" -2.50670171456764
"COPB2" "COPB2" -2.50370864012343
"GNAI3" "GNAI3" -2.50261788372668
"KCTD13" "KCTD13" 2.50201849185506
"CSTF1" "CSTF1" -2.50000344647675
"SOX13" "SOX13" 2.49943916994488
"NOP14-AS1" "NOP14-AS1" 2.49814607198994
"TRGV5" "TRGV5" 2.49710808616237
"JMJD1C" "JMJD1C" -2.49662049115037
"ACSL4" "ACSL4" -2.49610906612089
"CRYZL1" "CRYZL1" -2.49456127324373
"FOXD2-AS1" "FOXD2-AS1" 2.49258611792695
"RNF13" "RNF13" -2.490607619298
"ARHGAP12" "ARHGAP12" -2.48997633232898
"RNF220" "RNF220" 2.48934580363467
"C1GALT1C1" "C1GALT1C1" -2.48267174651056
"LIN9" "LIN9" -2.48240084757986
"DOCK10" "DOCK10" -2.48233516263555
"AGAP3" "AGAP3" 2.48068905350371
"MAPK8IP3" "MAPK8IP3" 2.47880595744619
"NUTM2D" "NUTM2D" 2.47867285476108
"MAP2K7" "MAP2K7" 2.47717199666761
"AKR1E2" "AKR1E2" 2.47444429623625
"AC017116.1" "AC017116.1" -2.47440248085667
"SCFD1" "SCFD1" -2.47259953534239
"EBAG9" "EBAG9" -2.47216118190634
"SRP9" "SRP9" -2.47027007503566
"SGK3" "SGK3" -2.4701141024701
"LRFN4" "LRFN4" 2.46558396487959
"LINC00899" "LINC00899" 2.46354719681411
"KANK1" "KANK1" -2.46314304811368
"AZIN1" "AZIN1" -2.46314041591763
"CEP295NL" "CEP295NL" 2.46294049611272
"CEACAM19" "CEACAM19" 2.46109165238073
"VAMP3" "VAMP3" -2.46083576373742
"ZNF71" "ZNF71" 2.46072634623
"HSD17B14" "HSD17B14" 2.45969820374232
"GOSR1" "GOSR1" -2.45890786981379
"AC141586.3" "AC141586.3" 2.45878313650506
"TRIM41" "TRIM41" 2.4575807325092
"NLE1" "NLE1" 2.45636298054494
"ZNF746" "ZNF746" 2.45369259350848
"ABRAXAS2" "ABRAXAS2" -2.45262771685222
"TTLL12" "TTLL12" 2.44973442573222
"CSNK1E" "CSNK1E" 2.44892458442929
"SPATA5L1" "SPATA5L1" -2.44804066559568
"CD209" "CD209" -2.44787614172301
"MIB2" "MIB2" 2.44679538728669
"OR2A42" "OR2A42" 2.44637946484456
"HK3" "HK3" -2.44581147302167
"UAP1L1" "UAP1L1" 2.44554642899934
"WIZ" "WIZ" 2.44378412102982
"AC020978.5" "AC020978.5" -2.44355450678857
"GCFC2" "GCFC2" -2.44283949834398
"PIK3R3" "PIK3R3" -2.44234408918966
"NFATC2" "NFATC2" -2.4423370594747
"ARRDC1-AS1" "ARRDC1-AS1" 2.44175165356126
"CEP85" "CEP85" 2.44066590109383
"IER2" "IER2" -2.44000914021228
"NAT9" "NAT9" 2.43967269093553
"CHCHD2" "CHCHD2" 2.43963111251553
"TEP1" "TEP1" -2.43779608742095
"FCGR1A" "FCGR1A" -2.43759895893226
"CLK4" "CLK4" -2.43669282747698
"IL27RA" "IL27RA" 2.43617856622652
"EIF2B1" "EIF2B1" -2.43255074403588
"ERAP1" "ERAP1" -2.43195790233627
"THTPA" "THTPA" 2.43127708169757
"RPS14" "RPS14" 2.42970942075662
"RING1" "RING1" 2.42680069738346
"USP9Y" "USP9Y" 2.42605726301775
"FAS" "FAS" -2.4259223476958
"LLGL2" "LLGL2" 2.42508031791395
"DHX30" "DHX30" 2.42437143920521
"ZNF14" "ZNF14" -2.42418476660838
"FGL2" "FGL2" -2.42369022553989
"YTHDF2" "YTHDF2" -2.42367396027321
"ATP2C1" "ATP2C1" -2.42327032167544
"PIBF1" "PIBF1" -2.42039505890561
"OSTF1" "OSTF1" -2.42007866591598
"ZNF768" "ZNF768" 2.41555709188864
"BICDL1" "BICDL1" -2.41492679478328
"MRPL18" "MRPL18" 2.41103866788405
"C1orf131" "C1orf131" -2.40980414319815
"THOC2" "THOC2" -2.4086030628772
"EVI2A" "EVI2A" -2.40515546962791
"CFAP58" "CFAP58" -2.40438262511987
"STMP1" "STMP1" -2.40361895321345
"CPNE2" "CPNE2" 2.40312611403298
"GP1BA" "GP1BA" -2.40280991311954
"AMDHD2" "AMDHD2" 2.40225087725763
"TOM1" "TOM1" 2.40218975066995
"BCAT2" "BCAT2" 2.40091955587063
"PGM2" "PGM2" -2.39960774113975
"GPATCH3" "GPATCH3" 2.39943285669612
"RYR1" "RYR1" 2.39929553347312
"PHF14" "PHF14" -2.39874087559494
"U2SURP" "U2SURP" -2.39738862954673
"MZF1" "MZF1" 2.3901525750945
"AC008735.2" "AC008735.2" 2.38966305885002
"SNX15" "SNX15" 2.38905565719464
"MAGOHB" "MAGOHB" -2.38904404140505
"VRK2" "VRK2" -2.38864257339455
"GLRX2" "GLRX2" -2.38857305715279
"ZNF302" "ZNF302" -2.38851825315394
"DNALI1" "DNALI1" 2.38568719355241
"EIF2A" "EIF2A" -2.38564101505171
"STARD7-AS1" "STARD7-AS1" 2.38537873049725
"IFIT5" "IFIT5" -2.38474827997273
"ZNF598" "ZNF598" 2.38412474976077
"NAE1" "NAE1" -2.38369151717729
"RIOK2" "RIOK2" -2.38314381803307
"Z83844.3" "Z83844.3" 2.3806923878819
"ANKRD33B" "ANKRD33B" -2.3805359371453
"DLGAP1-AS1" "DLGAP1-AS1" 2.38037397281635
"ANTXR2" "ANTXR2" -2.37890118461923
"WHAMM" "WHAMM" -2.37782209533684
"MPPE1" "MPPE1" 2.37703170472058
"MAD2L1" "MAD2L1" -2.3759461637205
"POLRMTP1" "POLRMTP1" 2.37355812519814
"ECI2" "ECI2" -2.37329581621472
"CCPG1" "CCPG1" -2.37256345774984
"DYNC1LI1" "DYNC1LI1" -2.37035481508047
"FBXL5" "FBXL5" -2.36963810136377
"INPPL1" "INPPL1" 2.3692617823631
"TTLL11" "TTLL11" 2.3688555895198
"ZNF547" "ZNF547" -2.36882327133931
"C1orf159" "C1orf159" 2.36822781979137
"IFNAR2" "IFNAR2" -2.36787941705607
"AC125257.1" "AC125257.1" -2.36614534820837
"UPK3BL1" "UPK3BL1" 2.3653207542709
"MKRN1" "MKRN1" -2.36219877761561
"MRPS10" "MRPS10" -2.36198371727168
"PLEKHJ1" "PLEKHJ1" 2.3618332951923
"SSBP3" "SSBP3" -2.36182917276389
"UBR3" "UBR3" -2.3617910116655
"DMXL1" "DMXL1" -2.36033821750998
"AC098484.3" "AC098484.3" -2.35963983875941
"HLA-DRB6" "HLA-DRB6" -2.35950131215915
"ALKBH8" "ALKBH8" -2.35948955151315
"SH3GLB1" "SH3GLB1" -2.35893217939578
"ELP5" "ELP5" 2.35771878416453
"SAMD9L" "SAMD9L" -2.35730758150884
"Z99129.4" "Z99129.4" -2.35696456977086
"AASDH" "AASDH" -2.35688277919778
"NBPF15" "NBPF15" 2.35547080298615
"ZNHIT1" "ZNHIT1" 2.35455161335116
"AC060766.7" "AC060766.7" -2.35421064083579
"LPAR6" "LPAR6" -2.35394154746381
"HSP90B1" "HSP90B1" -2.3537005821479
"TMEM258" "TMEM258" 2.35015790333954
"VPS45" "VPS45" -2.34970547528433
"NOMO2" "NOMO2" -2.34961969700166
"S100P" "S100P" 2.34886966997788
"RALGAPA1P1" "RALGAPA1P1" 2.34830165221142
"ADAM8" "ADAM8" -2.34787947578069
"KLHL29" "KLHL29" 2.34535352649715
"UBE2W" "UBE2W" -2.34267651344078
"TMEM167B" "TMEM167B" -2.34170236428905
"TNRC18P1" "TNRC18P1" 2.34064424808599
"ASNSD1" "ASNSD1" -2.34014766551241
"PAFAH1B2" "PAFAH1B2" -2.3390672129483
"BIRC7" "BIRC7" -2.33867045818726
"ZNF146" "ZNF146" -2.33842477225872
"H2BC20P" "H2BC20P" -2.33835516802598
"RPL29" "RPL29" 2.33789841941149
"CUL2" "CUL2" -2.33672541326184
"SLC35E1" "SLC35E1" 2.33646555688163
"AC105036.3" "AC105036.3" 2.33622231475196
"MCPH1" "MCPH1" -2.33510594981767
"CCT6A" "CCT6A" -2.33498996732751
"AC092329.4" "AC092329.4" 2.33414993046261
"NUCKS1" "NUCKS1" 2.33290578375626
"NABP1" "NABP1" -2.33214733370732
"AC008969.1" "AC008969.1" 2.33014540365404
"KAT2A" "KAT2A" 2.33006252377736
"DNAJC2" "DNAJC2" -2.32906988164096
"NET1" "NET1" -2.3283871494045
"ZNF334" "ZNF334" -2.32680228042854
"HELLS" "HELLS" -2.32662678832945
"PRICKLE3" "PRICKLE3" 2.32612191382357
"AC245060.7" "AC245060.7" 2.32603820458954
"WDR41" "WDR41" -2.32581826848773
"ZNF333" "ZNF333" 2.32570325607771
"RTRAF" "RTRAF" -2.32558966785936
"EME2" "EME2" 2.32439615160452
"SHISA4" "SHISA4" 2.32239236754098
"RXRA" "RXRA" 2.32212760923061
"NUP35" "NUP35" -2.32195821706738
"DDX19B" "DDX19B" -2.32184027267465
"C1orf54" "C1orf54" -2.32092890300491
"SYNJ1" "SYNJ1" -2.32033946343849
"PMS1" "PMS1" -2.31712251455491
"NUB1" "NUB1" -2.31693362016466
"NVL" "NVL" -2.3169240700212
"MGST3" "MGST3" 2.31678154611364
"CTDP1" "CTDP1" 2.31612975573066
"CBR3" "CBR3" -2.31563234957704
"OR2A20P" "OR2A20P" 2.31514232125929
"OR2A7" "OR2A7" 2.314668626255
"NADSYN1" "NADSYN1" 2.31459100240051
"MEN1" "MEN1" 2.31457681369799
"SLC30A1" "SLC30A1" -2.31452257166706
"CNOT10" "CNOT10" -2.31306613781574
"SRPK3" "SRPK3" 2.31296897202317
"ATG4C" "ATG4C" -2.31259840023349
"ZNF682" "ZNF682" -2.30915097968845
"ASCC3" "ASCC3" -2.30888795074042
"PSMA2" "PSMA2" -2.30879756691996
"LAMTOR4" "LAMTOR4" 2.30726263966502
"TIRAP" "TIRAP" 2.30579218872924
"MINDY3" "MINDY3" -2.30500325430781
"GIMAP4" "GIMAP4" -2.30498108062121
"HEMK1" "HEMK1" 2.30472692609722
"LYPLAL1" "LYPLAL1" -2.30385846675104
"SDR39U1" "SDR39U1" 2.3027224498158
"BTG1" "BTG1" -2.30235498628045
"DRG2" "DRG2" 2.30040292817339
"SNHG7" "SNHG7" 2.29891170625859
"LINC01278" "LINC01278" 2.29837102105624
"GBGT1" "GBGT1" 2.29761262697901
"ZNF766" "ZNF766" -2.29755633143784
"LINC01963" "LINC01963" -2.29631881104537
"SIVA1" "SIVA1" 2.29584063278676
"INSYN2B" "INSYN2B" 2.29559571993183
"RPH3AL" "RPH3AL" 2.29505768204889
"TEX261" "TEX261" 2.29479681428303
"LINC00680" "LINC00680" 2.29472433189474
"RAC3" "RAC3" 2.29342857808221
"SURF2" "SURF2" 2.2932458993969
"AGO2" "AGO2" 2.29230891211259
"PALB2" "PALB2" -2.29175933013116
"ZSCAN16-AS1" "ZSCAN16-AS1" 2.29149843765408
"TANC2" "TANC2" 2.29103475081246
"FES" "FES" 2.28957310699577
"PNN" "PNN" -2.28894974701157
"CAMK4" "CAMK4" -2.28821851632969
"KLHL36" "KLHL36" 2.28810006697952
"KATNB1" "KATNB1" 2.28782891701237
"DYNC1I2" "DYNC1I2" -2.28602740703846
"SLC9A9" "SLC9A9" -2.28569537400436
"SUMO1" "SUMO1" -2.28542331372965
"FZR1" "FZR1" 2.28366943850992
"AL033543.1" "AL033543.1" 2.2832582946824
"ZBTB7B" "ZBTB7B" 2.2825670312484
"LIG4" "LIG4" -2.28216803494329
"ZNF597" "ZNF597" -2.28172382873243
"AC005082.2" "AC005082.2" -2.28162514315752
"SYNE3" "SYNE3" -2.28155111216734
"PYGB" "PYGB" 2.28087540498378
"SLX1A-SULT1A3" "SLX1A-SULT1A3" 2.28056647139974
"CNEP1R1" "CNEP1R1" -2.28040589886437
"COX11" "COX11" 2.28008712187579
"FRA10AC1" "FRA10AC1" -2.279915451035
"MMP9" "MMP9" -2.27754619261034
"TRAC" "TRAC" -2.27581882027743
"EXOC1" "EXOC1" -2.27522676729071
"UFSP2" "UFSP2" -2.2750147953354
"PYCR2" "PYCR2" 2.27468719340563
"KRBA1" "KRBA1" 2.27446212830208
"CDK9" "CDK9" 2.27237526609474
"AC004922.1" "AC004922.1" 2.2694910296125
"SLU7" "SLU7" -2.26846379026259
"TMSB10" "TMSB10" -2.26797959887639
"NCOR2" "NCOR2" 2.26506822108611
"AARS1" "AARS1" 2.26502289414021
"MYO19" "MYO19" 2.26465282460807
"ESF1" "ESF1" -2.26433329781302
"AC026464.4" "AC026464.4" 2.26365338591455
"NKRF" "NKRF" -2.26267639203346
"MMAA" "MMAA" -2.26168355632956
"KLF8" "KLF8" 2.26002148204533
"CFAP157" "CFAP157" 2.25931710574419
"CCDC9B" "CCDC9B" 2.25775302180732
"AL450998.3" "AL450998.3" 2.2572142127448
"PARL" "PARL" -2.25613794223059
"ZNF112" "ZNF112" -2.25507303006168
"BPGM" "BPGM" -2.25393250979429
"OR2A1" "OR2A1" 2.25382182113121
"PI4K2B" "PI4K2B" -2.25277195502643
"IWS1" "IWS1" -2.25189371713348
"POC5" "POC5" -2.25059858464385
"AL109615.4" "AL109615.4" 2.25036201845772
"PEX3" "PEX3" -2.24856065606202
"RAB40C" "RAB40C" 2.24844587617784
"CCDC82" "CCDC82" -2.24748581188854
"SWT1" "SWT1" -2.2460327971756
"IFIH1" "IFIH1" -2.24597710029552
"MAGT1" "MAGT1" -2.24562630334273
"NUP98" "NUP98" -2.24553900552651
"APOL4" "APOL4" -2.24522846928486
"RBM7" "RBM7" -2.24509896843099
"MCPH1-DT" "MCPH1-DT" 2.24452291511839
"PSME4" "PSME4" -2.24206631408344
"COPB1" "COPB1" -2.24179894676434
"FBXO15" "FBXO15" -2.24081715318444
"ZNF783" "ZNF783" 2.24076394048978
"NFIC" "NFIC" 2.24013696469228
"AF127577.1" "AF127577.1" -2.23899912085334
"DHDDS" "DHDDS" 2.23836203081798
"ASL" "ASL" 2.23487649384197
"MAP1LC3C" "MAP1LC3C" 2.2348117273846
"BRICD5" "BRICD5" 2.23354540340696
"RPL23AP53" "RPL23AP53" 2.23353411506457
"MTM1" "MTM1" -2.23319551797988
"ZNF20" "ZNF20" -2.23306058111015
"S100A6" "S100A6" 2.23284830999765
"POLR2I" "POLR2I" 2.2326267625655
"TAGLN2" "TAGLN2" 2.23192320836544
"RBM14" "RBM14" 2.23145653919008
"PSMG2" "PSMG2" -2.23122109150525
"AC093525.7" "AC093525.7" 2.22767443910348
"FKBP8" "FKBP8" 2.2254895358012
"HNRNPF" "HNRNPF" 2.22425076269104
"CPPED1" "CPPED1" -2.22178769175709
"GALNT10" "GALNT10" 2.22121912981093
"DHX37" "DHX37" 2.22077663917815
"CTBP2" "CTBP2" 2.2201515397579
"MEX3D" "MEX3D" 2.22002025518304
"NAA40" "NAA40" 2.21968423063655
"FAM89A" "FAM89A" 2.21763440905452
"RNF149" "RNF149" -2.21760418488605
"LRPPRC" "LRPPRC" -2.21579037273507
"MARS1" "MARS1" 2.21454169853697
"FAM219B" "FAM219B" 2.21408774149173
"MRPL38" "MRPL38" 2.21342852086741
"GARRE1" "GARRE1" 2.21179203490555
"CMAHP" "CMAHP" -2.21173450637003
